target_id	species	chromosome_info
lcl|C_andersoni-LRBS01000121.1	C. andersoni	LRBS01000121.1
lcl|C_andersoni-LRBS01000027.1	C. andersoni	LRBS01000027.1
lcl|C_andersoni-LRBS01000095.1	C. andersoni	LRBS01000095.1
lcl|C_andersoni-LRBS01000131.1	C. andersoni	LRBS01000131.1
lcl|C_andersoni-LRBS01000092.1	C. andersoni	LRBS01000092.1
lcl|C_andersoni-LRBS01000071.1	C. andersoni	LRBS01000071.1
lcl|C_andersoni-LRBS01000064.1	C. andersoni	LRBS01000064.1
lcl|C_andersoni-LRBS01000013.1	C. andersoni	LRBS01000013.1
lcl|C_andersoni-LRBS01000012.1	C. andersoni	LRBS01000012.1
lcl|C_andersoni-LRBS01000016.1	C. andersoni	LRBS01000016.1
lcl|C_andersoni-LRBS01000104.1	C. andersoni	LRBS01000104.1
lcl|C_andersoni-LRBS01000122.1	C. andersoni	LRBS01000122.1
lcl|C_andersoni-LRBS01000051.1	C. andersoni	LRBS01000051.1
lcl|C_andersoni-LRBS01000132.1	C. andersoni	LRBS01000132.1
lcl|C_andersoni-LRBS01000023.1	C. andersoni	LRBS01000023.1
lcl|C_andersoni-LRBS01000088.1	C. andersoni	LRBS01000088.1
lcl|C_andersoni-LRBS01000065.1	C. andersoni	LRBS01000065.1
lcl|C_andersoni-LRBS01000129.1	C. andersoni	LRBS01000129.1
lcl|C_andersoni-LRBS01000133.1	C. andersoni	LRBS01000133.1
lcl|C_andersoni-LRBS01000021.1	C. andersoni	LRBS01000021.1
lcl|C_andersoni-LRBS01000087.1	C. andersoni	LRBS01000087.1
lcl|C_andersoni-LRBS01000042.1	C. andersoni	LRBS01000042.1
lcl|C_andersoni-LRBS01000014.1	C. andersoni	LRBS01000014.1
lcl|C_andersoni-LRBS01000116.1	C. andersoni	LRBS01000116.1
lcl|C_andersoni-LRBS01000006.1	C. andersoni	LRBS01000006.1
lcl|C_andersoni-LRBS01000054.1	C. andersoni	LRBS01000054.1
lcl|C_andersoni-LRBS01000115.1	C. andersoni	LRBS01000115.1
lcl|C_andersoni-LRBS01000009.1	C. andersoni	LRBS01000009.1
lcl|C_andersoni-LRBS01000029.1	C. andersoni	LRBS01000029.1
lcl|C_andersoni-LRBS01000028.1	C. andersoni	LRBS01000028.1
lcl|C_andersoni-LRBS01000108.1	C. andersoni	LRBS01000108.1
lcl|C_andersoni-LRBS01000093.1	C. andersoni	LRBS01000093.1
lcl|C_andersoni-LRBS01000015.1	C. andersoni	LRBS01000015.1
lcl|C_andersoni-LRBS01000134.1	C. andersoni	LRBS01000134.1
lcl|C_andersoni-LRBS01000041.1	C. andersoni	LRBS01000041.1
lcl|C_andersoni-LRBS01000135.1	C. andersoni	LRBS01000135.1
lcl|C_andersoni-LRBS01000086.1	C. andersoni	LRBS01000086.1
lcl|C_andersoni-LRBS01000113.1	C. andersoni	LRBS01000113.1
lcl|C_andersoni-LRBS01000127.1	C. andersoni	LRBS01000127.1
lcl|C_andersoni-LRBS01000045.1	C. andersoni	LRBS01000045.1
lcl|C_andersoni-LRBS01000075.1	C. andersoni	LRBS01000075.1
lcl|C_andersoni-LRBS01000048.1	C. andersoni	LRBS01000048.1
lcl|C_andersoni-LRBS01000025.1	C. andersoni	LRBS01000025.1
lcl|C_andersoni-LRBS01000043.1	C. andersoni	LRBS01000043.1
lcl|C_andersoni-LRBS01000001.1	C. andersoni	LRBS01000001.1
lcl|C_andersoni-LRBS01000036.1	C. andersoni	LRBS01000036.1
lcl|C_andersoni-LRBS01000105.1	C. andersoni	LRBS01000105.1
lcl|C_andersoni-LRBS01000112.1	C. andersoni	LRBS01000112.1
lcl|C_andersoni-LRBS01000057.1	C. andersoni	LRBS01000057.1
lcl|C_andersoni-LRBS01000049.1	C. andersoni	LRBS01000049.1
lcl|C_andersoni-LRBS01000097.1	C. andersoni	LRBS01000097.1
lcl|C_andersoni-LRBS01000106.1	C. andersoni	LRBS01000106.1
lcl|C_andersoni-LRBS01000031.1	C. andersoni	LRBS01000031.1
lcl|C_andersoni-LRBS01000085.1	C. andersoni	LRBS01000085.1
lcl|C_andersoni-LRBS01000032.1	C. andersoni	LRBS01000032.1
lcl|C_andersoni-LRBS01000020.1	C. andersoni	LRBS01000020.1
lcl|C_andersoni-LRBS01000125.1	C. andersoni	LRBS01000125.1
lcl|C_andersoni-LRBS01000107.1	C. andersoni	LRBS01000107.1
lcl|C_andersoni-LRBS01000062.1	C. andersoni	LRBS01000062.1
lcl|C_andersoni-LRBS01000010.1	C. andersoni	LRBS01000010.1
lcl|C_andersoni-LRBS01000067.1	C. andersoni	LRBS01000067.1
lcl|C_andersoni-LRBS01000128.1	C. andersoni	LRBS01000128.1
lcl|C_andersoni-LRBS01000099.1	C. andersoni	LRBS01000099.1
lcl|C_andersoni-LRBS01000007.1	C. andersoni	LRBS01000007.1
lcl|C_andersoni-LRBS01000037.1	C. andersoni	LRBS01000037.1
lcl|C_andersoni-LRBS01000109.1	C. andersoni	LRBS01000109.1
lcl|C_andersoni-LRBS01000083.1	C. andersoni	LRBS01000083.1
lcl|C_andersoni-LRBS01000044.1	C. andersoni	LRBS01000044.1
lcl|C_andersoni-LRBS01000005.1	C. andersoni	LRBS01000005.1
lcl|C_andersoni-LRBS01000038.1	C. andersoni	LRBS01000038.1
lcl|C_andersoni-LRBS01000070.1	C. andersoni	LRBS01000070.1
lcl|C_andersoni-LRBS01000096.1	C. andersoni	LRBS01000096.1
lcl|C_andersoni-LRBS01000003.1	C. andersoni	LRBS01000003.1
lcl|C_andersoni-LRBS01000061.1	C. andersoni	LRBS01000061.1
lcl|C_andersoni-LRBS01000117.1	C. andersoni	LRBS01000117.1
lcl|C_andersoni-LRBS01000040.1	C. andersoni	LRBS01000040.1
lcl|C_andersoni-LRBS01000033.1	C. andersoni	LRBS01000033.1
lcl|C_andersoni-LRBS01000091.1	C. andersoni	LRBS01000091.1
lcl|C_andersoni-LRBS01000111.1	C. andersoni	LRBS01000111.1
lcl|C_andersoni-LRBS01000055.1	C. andersoni	LRBS01000055.1
lcl|C_andersoni-LRBS01000039.1	C. andersoni	LRBS01000039.1
lcl|C_andersoni-LRBS01000103.1	C. andersoni	LRBS01000103.1
lcl|C_andersoni-LRBS01000052.1	C. andersoni	LRBS01000052.1
lcl|C_andersoni-LRBS01000035.1	C. andersoni	LRBS01000035.1
lcl|C_andersoni-LRBS01000089.1	C. andersoni	LRBS01000089.1
lcl|C_andersoni-LRBS01000069.1	C. andersoni	LRBS01000069.1
lcl|C_andersoni-LRBS01000120.1	C. andersoni	LRBS01000120.1
lcl|C_andersoni-LRBS01000118.1	C. andersoni	LRBS01000118.1
lcl|C_andersoni-LRBS01000102.1	C. andersoni	LRBS01000102.1
lcl|C_andersoni-LRBS01000063.1	C. andersoni	LRBS01000063.1
lcl|C_andersoni-LRBS01000123.1	C. andersoni	LRBS01000123.1
lcl|C_andersoni-LRBS01000060.1	C. andersoni	LRBS01000060.1
lcl|C_andersoni-LRBS01000056.1	C. andersoni	LRBS01000056.1
lcl|C_andersoni-LRBS01000076.1	C. andersoni	LRBS01000076.1
lcl|C_andersoni-LRBS01000046.1	C. andersoni	LRBS01000046.1
lcl|C_andersoni-LRBS01000002.1	C. andersoni	LRBS01000002.1
lcl|C_andersoni-LRBS01000030.1	C. andersoni	LRBS01000030.1
lcl|C_andersoni-LRBS01000072.1	C. andersoni	LRBS01000072.1
lcl|C_andersoni-LRBS01000008.1	C. andersoni	LRBS01000008.1
lcl|C_andersoni-LRBS01000101.1	C. andersoni	LRBS01000101.1
lcl|C_andersoni-LRBS01000068.1	C. andersoni	LRBS01000068.1
lcl|C_andersoni-LRBS01000084.1	C. andersoni	LRBS01000084.1
lcl|C_andersoni-LRBS01000050.1	C. andersoni	LRBS01000050.1
lcl|C_andersoni-LRBS01000026.1	C. andersoni	LRBS01000026.1
lcl|C_andersoni-LRBS01000004.1	C. andersoni	LRBS01000004.1
lcl|C_andersoni-LRBS01000080.1	C. andersoni	LRBS01000080.1
lcl|C_andersoni-LRBS01000124.1	C. andersoni	LRBS01000124.1
lcl|C_andersoni-LRBS01000018.1	C. andersoni	LRBS01000018.1
lcl|C_andersoni-LRBS01000100.1	C. andersoni	LRBS01000100.1
lcl|C_andersoni-LRBS01000079.1	C. andersoni	LRBS01000079.1
lcl|C_andersoni-LRBS01000110.1	C. andersoni	LRBS01000110.1
lcl|C_andersoni-LRBS01000081.1	C. andersoni	LRBS01000081.1
lcl|C_andersoni-LRBS01000090.1	C. andersoni	LRBS01000090.1
lcl|C_andersoni-LRBS01000119.1	C. andersoni	LRBS01000119.1
lcl|C_andersoni-LRBS01000017.1	C. andersoni	LRBS01000017.1
lcl|C_andersoni-LRBS01000059.1	C. andersoni	LRBS01000059.1
lcl|C_andersoni-LRBS01000011.1	C. andersoni	LRBS01000011.1
lcl|C_andersoni-LRBS01000053.1	C. andersoni	LRBS01000053.1
lcl|C_andersoni-LRBS01000073.1	C. andersoni	LRBS01000073.1
lcl|C_andersoni-LRBS01000077.1	C. andersoni	LRBS01000077.1
lcl|C_andersoni-LRBS01000078.1	C. andersoni	LRBS01000078.1
lcl|C_andersoni-LRBS01000066.1	C. andersoni	LRBS01000066.1
lcl|C_andersoni-LRBS01000019.1	C. andersoni	LRBS01000019.1
lcl|C_andersoni-LRBS01000130.1	C. andersoni	LRBS01000130.1
lcl|C_andersoni-LRBS01000094.1	C. andersoni	LRBS01000094.1
lcl|C_andersoni-LRBS01000022.1	C. andersoni	LRBS01000022.1
lcl|C_andersoni-LRBS01000058.1	C. andersoni	LRBS01000058.1
lcl|C_andersoni-LRBS01000034.1	C. andersoni	LRBS01000034.1
lcl|C_andersoni-LRBS01000047.1	C. andersoni	LRBS01000047.1
lcl|C_andersoni-LRBS01000114.1	C. andersoni	LRBS01000114.1
lcl|C_andersoni-LRBS01000126.1	C. andersoni	LRBS01000126.1
lcl|C_andersoni-LRBS01000074.1	C. andersoni	LRBS01000074.1
lcl|C_andersoni-LRBS01000098.1	C. andersoni	LRBS01000098.1
lcl|C_andersoni-LRBS01000024.1	C. andersoni	LRBS01000024.1
lcl|C_andersoni-LRBS01000082.1	C. andersoni	LRBS01000082.1
lcl|C_baileyi-JIBL01000001.1	C. baileyi	JIBL01000001.1
lcl|C_baileyi-JIBL01000002.1	C. baileyi	JIBL01000002.1
lcl|C_baileyi-JIBL01000003.1	C. baileyi	JIBL01000003.1
lcl|C_baileyi-JIBL01000004.1	C. baileyi	JIBL01000004.1
lcl|C_baileyi-JIBL01000005.1	C. baileyi	JIBL01000005.1
lcl|C_baileyi-JIBL01000006.1	C. baileyi	JIBL01000006.1
lcl|C_baileyi-JIBL01000007.1	C. baileyi	JIBL01000007.1
lcl|C_baileyi-JIBL01000008.1	C. baileyi	JIBL01000008.1
lcl|C_baileyi-JIBL01000009.1	C. baileyi	JIBL01000009.1
lcl|C_baileyi-JIBL01000010.1	C. baileyi	JIBL01000010.1
lcl|C_baileyi-JIBL01000011.1	C. baileyi	JIBL01000011.1
lcl|C_baileyi-JIBL01000012.1	C. baileyi	JIBL01000012.1
lcl|C_baileyi-JIBL01000013.1	C. baileyi	JIBL01000013.1
lcl|C_baileyi-JIBL01000014.1	C. baileyi	JIBL01000014.1
lcl|C_baileyi-JIBL01000015.1	C. baileyi	JIBL01000015.1
lcl|C_baileyi-JIBL01000016.1	C. baileyi	JIBL01000016.1
lcl|C_baileyi-JIBL01000017.1	C. baileyi	JIBL01000017.1
lcl|C_baileyi-JIBL01000018.1	C. baileyi	JIBL01000018.1
lcl|C_baileyi-JIBL01000019.1	C. baileyi	JIBL01000019.1
lcl|C_baileyi-JIBL01000020.1	C. baileyi	JIBL01000020.1
lcl|C_baileyi-JIBL01000021.1	C. baileyi	JIBL01000021.1
lcl|C_baileyi-JIBL01000022.1	C. baileyi	JIBL01000022.1
lcl|C_baileyi-JIBL01000023.1	C. baileyi	JIBL01000023.1
lcl|C_baileyi-JIBL01000024.1	C. baileyi	JIBL01000024.1
lcl|C_baileyi-JIBL01000025.1	C. baileyi	JIBL01000025.1
lcl|C_baileyi-JIBL01000026.1	C. baileyi	JIBL01000026.1
lcl|C_baileyi-JIBL01000027.1	C. baileyi	JIBL01000027.1
lcl|C_baileyi-JIBL01000028.1	C. baileyi	JIBL01000028.1
lcl|C_baileyi-JIBL01000029.1	C. baileyi	JIBL01000029.1
lcl|C_baileyi-JIBL01000030.1	C. baileyi	JIBL01000030.1
lcl|C_baileyi-JIBL01000031.1	C. baileyi	JIBL01000031.1
lcl|C_baileyi-JIBL01000032.1	C. baileyi	JIBL01000032.1
lcl|C_baileyi-JIBL01000033.1	C. baileyi	JIBL01000033.1
lcl|C_baileyi-JIBL01000034.1	C. baileyi	JIBL01000034.1
lcl|C_baileyi-JIBL01000035.1	C. baileyi	JIBL01000035.1
lcl|C_baileyi-JIBL01000036.1	C. baileyi	JIBL01000036.1
lcl|C_baileyi-JIBL01000037.1	C. baileyi	JIBL01000037.1
lcl|C_baileyi-JIBL01000038.1	C. baileyi	JIBL01000038.1
lcl|C_baileyi-JIBL01000039.1	C. baileyi	JIBL01000039.1
lcl|C_baileyi-JIBL01000040.1	C. baileyi	JIBL01000040.1
lcl|C_baileyi-JIBL01000041.1	C. baileyi	JIBL01000041.1
lcl|C_baileyi-JIBL01000042.1	C. baileyi	JIBL01000042.1
lcl|C_baileyi-JIBL01000043.1	C. baileyi	JIBL01000043.1
lcl|C_baileyi-JIBL01000044.1	C. baileyi	JIBL01000044.1
lcl|C_baileyi-JIBL01000045.1	C. baileyi	JIBL01000045.1
lcl|C_baileyi-JIBL01000046.1	C. baileyi	JIBL01000046.1
lcl|C_baileyi-JIBL01000047.1	C. baileyi	JIBL01000047.1
lcl|C_baileyi-JIBL01000048.1	C. baileyi	JIBL01000048.1
lcl|C_baileyi-JIBL01000049.1	C. baileyi	JIBL01000049.1
lcl|C_baileyi-JIBL01000050.1	C. baileyi	JIBL01000050.1
lcl|C_baileyi-JIBL01000051.1	C. baileyi	JIBL01000051.1
lcl|C_baileyi-JIBL01000052.1	C. baileyi	JIBL01000052.1
lcl|C_baileyi-JIBL01000053.1	C. baileyi	JIBL01000053.1
lcl|C_baileyi-JIBL01000054.1	C. baileyi	JIBL01000054.1
lcl|C_baileyi-JIBL01000055.1	C. baileyi	JIBL01000055.1
lcl|C_baileyi-JIBL01000056.1	C. baileyi	JIBL01000056.1
lcl|C_baileyi-JIBL01000057.1	C. baileyi	JIBL01000057.1
lcl|C_baileyi-JIBL01000058.1	C. baileyi	JIBL01000058.1
lcl|C_baileyi-JIBL01000059.1	C. baileyi	JIBL01000059.1
lcl|C_baileyi-JIBL01000060.1	C. baileyi	JIBL01000060.1
lcl|C_baileyi-JIBL01000061.1	C. baileyi	JIBL01000061.1
lcl|C_baileyi-JIBL01000062.1	C. baileyi	JIBL01000062.1
lcl|C_baileyi-JIBL01000063.1	C. baileyi	JIBL01000063.1
lcl|C_baileyi-JIBL01000064.1	C. baileyi	JIBL01000064.1
lcl|C_baileyi-JIBL01000065.1	C. baileyi	JIBL01000065.1
lcl|C_baileyi-JIBL01000066.1	C. baileyi	JIBL01000066.1
lcl|C_baileyi-JIBL01000067.1	C. baileyi	JIBL01000067.1
lcl|C_baileyi-JIBL01000068.1	C. baileyi	JIBL01000068.1
lcl|C_baileyi-JIBL01000069.1	C. baileyi	JIBL01000069.1
lcl|C_baileyi-JIBL01000070.1	C. baileyi	JIBL01000070.1
lcl|C_baileyi-JIBL01000071.1	C. baileyi	JIBL01000071.1
lcl|C_baileyi-JIBL01000072.1	C. baileyi	JIBL01000072.1
lcl|C_baileyi-JIBL01000073.1	C. baileyi	JIBL01000073.1
lcl|C_baileyi-JIBL01000074.1	C. baileyi	JIBL01000074.1
lcl|C_baileyi-JIBL01000075.1	C. baileyi	JIBL01000075.1
lcl|C_baileyi-JIBL01000076.1	C. baileyi	JIBL01000076.1
lcl|C_baileyi-JIBL01000077.1	C. baileyi	JIBL01000077.1
lcl|C_baileyi-JIBL01000078.1	C. baileyi	JIBL01000078.1
lcl|C_baileyi-JIBL01000079.1	C. baileyi	JIBL01000079.1
lcl|C_baileyi-JIBL01000080.1	C. baileyi	JIBL01000080.1
lcl|C_baileyi-JIBL01000081.1	C. baileyi	JIBL01000081.1
lcl|C_baileyi-JIBL01000082.1	C. baileyi	JIBL01000082.1
lcl|C_baileyi-JIBL01000083.1	C. baileyi	JIBL01000083.1
lcl|C_baileyi-JIBL01000084.1	C. baileyi	JIBL01000084.1
lcl|C_baileyi-JIBL01000085.1	C. baileyi	JIBL01000085.1
lcl|C_baileyi-JIBL01000086.1	C. baileyi	JIBL01000086.1
lcl|C_baileyi-JIBL01000087.1	C. baileyi	JIBL01000087.1
lcl|C_baileyi-JIBL01000088.1	C. baileyi	JIBL01000088.1
lcl|C_baileyi-JIBL01000089.1	C. baileyi	JIBL01000089.1
lcl|C_baileyi-JIBL01000090.1	C. baileyi	JIBL01000090.1
lcl|C_baileyi-JIBL01000091.1	C. baileyi	JIBL01000091.1
lcl|C_baileyi-JIBL01000092.1	C. baileyi	JIBL01000092.1
lcl|C_baileyi-JIBL01000093.1	C. baileyi	JIBL01000093.1
lcl|C_baileyi-JIBL01000094.1	C. baileyi	JIBL01000094.1
lcl|C_baileyi-JIBL01000095.1	C. baileyi	JIBL01000095.1
lcl|C_baileyi-JIBL01000096.1	C. baileyi	JIBL01000096.1
lcl|C_baileyi-JIBL01000097.1	C. baileyi	JIBL01000097.1
lcl|C_baileyi-JIBL01000098.1	C. baileyi	JIBL01000098.1
lcl|C_baileyi-JIBL01000099.1	C. baileyi	JIBL01000099.1
lcl|C_baileyi-JIBL01000100.1	C. baileyi	JIBL01000100.1
lcl|C_baileyi-JIBL01000101.1	C. baileyi	JIBL01000101.1
lcl|C_baileyi-JIBL01000102.1	C. baileyi	JIBL01000102.1
lcl|C_baileyi-JIBL01000103.1	C. baileyi	JIBL01000103.1
lcl|C_baileyi-JIBL01000104.1	C. baileyi	JIBL01000104.1
lcl|C_baileyi-JIBL01000105.1	C. baileyi	JIBL01000105.1
lcl|C_baileyi-JIBL01000106.1	C. baileyi	JIBL01000106.1
lcl|C_baileyi-JIBL01000107.1	C. baileyi	JIBL01000107.1
lcl|C_baileyi-JIBL01000108.1	C. baileyi	JIBL01000108.1
lcl|C_baileyi-JIBL01000109.1	C. baileyi	JIBL01000109.1
lcl|C_baileyi-JIBL01000110.1	C. baileyi	JIBL01000110.1
lcl|C_baileyi-JIBL01000111.1	C. baileyi	JIBL01000111.1
lcl|C_baileyi-JIBL01000112.1	C. baileyi	JIBL01000112.1
lcl|C_baileyi-JIBL01000113.1	C. baileyi	JIBL01000113.1
lcl|C_baileyi-JIBL01000114.1	C. baileyi	JIBL01000114.1
lcl|C_baileyi-JIBL01000115.1	C. baileyi	JIBL01000115.1
lcl|C_baileyi-JIBL01000116.1	C. baileyi	JIBL01000116.1
lcl|C_baileyi-JIBL01000117.1	C. baileyi	JIBL01000117.1
lcl|C_baileyi-JIBL01000118.1	C. baileyi	JIBL01000118.1
lcl|C_baileyi-JIBL01000119.1	C. baileyi	JIBL01000119.1
lcl|C_baileyi-JIBL01000120.1	C. baileyi	JIBL01000120.1
lcl|C_baileyi-JIBL01000121.1	C. baileyi	JIBL01000121.1
lcl|C_baileyi-JIBL01000122.1	C. baileyi	JIBL01000122.1
lcl|C_baileyi-JIBL01000123.1	C. baileyi	JIBL01000123.1
lcl|C_baileyi-JIBL01000124.1	C. baileyi	JIBL01000124.1
lcl|C_baileyi-JIBL01000125.1	C. baileyi	JIBL01000125.1
lcl|C_baileyi-JIBL01000126.1	C. baileyi	JIBL01000126.1
lcl|C_baileyi-JIBL01000127.1	C. baileyi	JIBL01000127.1
lcl|C_baileyi-JIBL01000128.1	C. baileyi	JIBL01000128.1
lcl|C_baileyi-JIBL01000129.1	C. baileyi	JIBL01000129.1
lcl|C_baileyi-JIBL01000130.1	C. baileyi	JIBL01000130.1
lcl|C_baileyi-JIBL01000131.1	C. baileyi	JIBL01000131.1
lcl|C_baileyi-JIBL01000132.1	C. baileyi	JIBL01000132.1
lcl|C_baileyi-JIBL01000133.1	C. baileyi	JIBL01000133.1
lcl|C_baileyi-JIBL01000134.1	C. baileyi	JIBL01000134.1
lcl|C_baileyi-JIBL01000135.1	C. baileyi	JIBL01000135.1
lcl|C_baileyi-JIBL01000136.1	C. baileyi	JIBL01000136.1
lcl|C_baileyi-JIBL01000137.1	C. baileyi	JIBL01000137.1
lcl|C_baileyi-JIBL01000138.1	C. baileyi	JIBL01000138.1
lcl|C_baileyi-JIBL01000139.1	C. baileyi	JIBL01000139.1
lcl|C_baileyi-JIBL01000140.1	C. baileyi	JIBL01000140.1
lcl|C_baileyi-JIBL01000141.1	C. baileyi	JIBL01000141.1
lcl|C_baileyi-JIBL01000142.1	C. baileyi	JIBL01000142.1
lcl|C_baileyi-JIBL01000143.1	C. baileyi	JIBL01000143.1
lcl|C_baileyi-JIBL01000144.1	C. baileyi	JIBL01000144.1
lcl|C_baileyi-JIBL01000145.1	C. baileyi	JIBL01000145.1
lcl|C_cuniculus-PVQC01000001.1	C. cuniculus	PVQC01000001.1
lcl|C_cuniculus-PVQC01000010.1	C. cuniculus	PVQC01000010.1
lcl|C_cuniculus-PVQC01000011.1	C. cuniculus	PVQC01000011.1
lcl|C_cuniculus-PVQC01000012.1	C. cuniculus	PVQC01000012.1
lcl|C_cuniculus-PVQC01000013.1	C. cuniculus	PVQC01000013.1
lcl|C_cuniculus-PVQC01000014.1	C. cuniculus	PVQC01000014.1
lcl|C_cuniculus-PVQC01000015.1	C. cuniculus	PVQC01000015.1
lcl|C_cuniculus-PVQC01000016.1	C. cuniculus	PVQC01000016.1
lcl|C_cuniculus-PVQC01000017.1	C. cuniculus	PVQC01000017.1
lcl|C_cuniculus-PVQC01000018.1	C. cuniculus	PVQC01000018.1
lcl|C_cuniculus-PVQC01000019.1	C. cuniculus	PVQC01000019.1
lcl|C_cuniculus-PVQC01000002.1	C. cuniculus	PVQC01000002.1
lcl|C_cuniculus-PVQC01000020.1	C. cuniculus	PVQC01000020.1
lcl|C_cuniculus-PVQC01000021.1	C. cuniculus	PVQC01000021.1
lcl|C_cuniculus-PVQC01000022.1	C. cuniculus	PVQC01000022.1
lcl|C_cuniculus-PVQC01000023.1	C. cuniculus	PVQC01000023.1
lcl|C_cuniculus-PVQC01000024.1	C. cuniculus	PVQC01000024.1
lcl|C_cuniculus-PVQC01000025.1	C. cuniculus	PVQC01000025.1
lcl|C_cuniculus-PVQC01000026.1	C. cuniculus	PVQC01000026.1
lcl|C_cuniculus-PVQC01000027.1	C. cuniculus	PVQC01000027.1
lcl|C_cuniculus-PVQC01000028.1	C. cuniculus	PVQC01000028.1
lcl|C_cuniculus-PVQC01000029.1	C. cuniculus	PVQC01000029.1
lcl|C_cuniculus-PVQC01000003.1	C. cuniculus	PVQC01000003.1
lcl|C_cuniculus-PVQC01000030.1	C. cuniculus	PVQC01000030.1
lcl|C_cuniculus-PVQC01000031.1	C. cuniculus	PVQC01000031.1
lcl|C_cuniculus-PVQC01000032.1	C. cuniculus	PVQC01000032.1
lcl|C_cuniculus-PVQC01000033.1	C. cuniculus	PVQC01000033.1
lcl|C_cuniculus-PVQC01000034.1	C. cuniculus	PVQC01000034.1
lcl|C_cuniculus-PVQC01000035.1	C. cuniculus	PVQC01000035.1
lcl|C_cuniculus-PVQC01000036.1	C. cuniculus	PVQC01000036.1
lcl|C_cuniculus-PVQC01000037.1	C. cuniculus	PVQC01000037.1
lcl|C_cuniculus-PVQC01000004.1	C. cuniculus	PVQC01000004.1
lcl|C_cuniculus-PVQC01000005.1	C. cuniculus	PVQC01000005.1
lcl|C_cuniculus-PVQC01000006.1	C. cuniculus	PVQC01000006.1
lcl|C_cuniculus-PVQC01000007.1	C. cuniculus	PVQC01000007.1
lcl|C_cuniculus-PVQC01000008.1	C. cuniculus	PVQC01000008.1
lcl|C_cuniculus-PVQC01000009.1	C. cuniculus	PVQC01000009.1
lcl|C_hominis_30976-JTAI01000001	C. hominis	JTAI01000001
lcl|C_hominis_30976-JTAI01000002	C. hominis	JTAI01000002
lcl|C_hominis_30976-JTAI01000003	C. hominis	JTAI01000003
lcl|C_hominis_30976-JTAI01000004	C. hominis	JTAI01000004
lcl|C_hominis_30976-JTAI01000005	C. hominis	JTAI01000005
lcl|C_hominis_30976-JTAI01000006	C. hominis	JTAI01000006
lcl|C_hominis_30976-JTAI01000007	C. hominis	JTAI01000007
lcl|C_hominis_30976-JTAI01000008	C. hominis	JTAI01000008
lcl|C_hominis_30976-JTAI01000009	C. hominis	JTAI01000009
lcl|C_hominis_30976-JTAI01000010	C. hominis	JTAI01000010
lcl|C_hominis_30976-JTAI01000011	C. hominis	JTAI01000011
lcl|C_hominis_30976-JTAI01000012	C. hominis	JTAI01000012
lcl|C_hominis_30976-JTAI01000013	C. hominis	JTAI01000013
lcl|C_hominis_30976-JTAI01000014	C. hominis	JTAI01000014
lcl|C_hominis_30976-JTAI01000015	C. hominis	JTAI01000015
lcl|C_hominis_30976-JTAI01000016	C. hominis	JTAI01000016
lcl|C_hominis_30976-JTAI01000017	C. hominis	JTAI01000017
lcl|C_hominis_30976-JTAI01000018	C. hominis	JTAI01000018
lcl|C_hominis_30976-JTAI01000019	C. hominis	JTAI01000019
lcl|C_hominis_30976-JTAI01000020	C. hominis	JTAI01000020
lcl|C_hominis_30976-JTAI01000021	C. hominis	JTAI01000021
lcl|C_hominis_30976-JTAI01000022	C. hominis	JTAI01000022
lcl|C_hominis_30976-JTAI01000023	C. hominis	JTAI01000023
lcl|C_hominis_30976-JTAI01000024	C. hominis	JTAI01000024
lcl|C_hominis_30976-JTAI01000025	C. hominis	JTAI01000025
lcl|C_hominis_30976-JTAI01000026	C. hominis	JTAI01000026
lcl|C_hominis_30976-JTAI01000027	C. hominis	JTAI01000027
lcl|C_hominis_30976-JTAI01000028	C. hominis	JTAI01000028
lcl|C_hominis_30976-JTAI01000029	C. hominis	JTAI01000029
lcl|C_hominis_30976-JTAI01000030	C. hominis	JTAI01000030
lcl|C_hominis_30976-JTAI01000031	C. hominis	JTAI01000031
lcl|C_hominis_30976-JTAI01000032	C. hominis	JTAI01000032
lcl|C_hominis_30976-JTAI01000033	C. hominis	JTAI01000033
lcl|C_hominis_30976-JTAI01000034	C. hominis	JTAI01000034
lcl|C_hominis_30976-JTAI01000035	C. hominis	JTAI01000035
lcl|C_hominis_30976-JTAI01000036	C. hominis	JTAI01000036
lcl|C_hominis_30976-JTAI01000037	C. hominis	JTAI01000037
lcl|C_hominis_30976-JTAI01000038	C. hominis	JTAI01000038
lcl|C_hominis_30976-JTAI01000039	C. hominis	JTAI01000039
lcl|C_hominis_30976-JTAI01000040	C. hominis	JTAI01000040
lcl|C_hominis_30976-JTAI01000041	C. hominis	JTAI01000041
lcl|C_hominis_30976-JTAI01000042	C. hominis	JTAI01000042
lcl|C_hominis_30976-JTAI01000043	C. hominis	JTAI01000043
lcl|C_hominis_30976-JTAI01000044	C. hominis	JTAI01000044
lcl|C_hominis_30976-JTAI01000045	C. hominis	JTAI01000045
lcl|C_hominis_30976-JTAI01000046	C. hominis	JTAI01000046
lcl|C_hominis_30976-JTAI01000047	C. hominis	JTAI01000047
lcl|C_hominis_30976-JTAI01000048	C. hominis	JTAI01000048
lcl|C_hominis_30976-JTAI01000049	C. hominis	JTAI01000049
lcl|C_hominis_30976-JTAI01000050	C. hominis	JTAI01000050
lcl|C_hominis_30976-JTAI01000051	C. hominis	JTAI01000051
lcl|C_hominis_30976-JTAI01000052	C. hominis	JTAI01000052
lcl|C_hominis_30976-JTAI01000053	C. hominis	JTAI01000053
